"Name","Fill_rate","Normal_capacity","Reserve","Date"
"Oued ZA","99.7","94.9","94.6","2020-08-28"
"Oued ZA","70.4","94.9","66.8","2019-08-28"
"Mohamed V","19.3","239.5","46.2","2020-08-28"
"Mohamed V","18","239.5","43.2","2019-08-28"
"Idriss 1er","66.5","1129.6","751.2","2020-08-28"
"Idriss 1er","81.9","1129.6","924.9","2019-08-28"
"Al Wahda","56.4","3522.25","1987.74","2020-08-28"
"Al Wahda","55.5","3522.25","1953.8","2019-08-28"
"El Kensera","29","216.4","62.8","2020-08-28"
"El Kensera","56.6","216.4","122.4","2019-08-28"
"Bin El Ouidane","23.3","1215.5","283.7","2020-08-28"
"Bin El Ouidane","49.3","1215.5","599.1","2019-08-28"
"Al Hanssali","13.7","668.2","91.6","2020-08-28"
"Al Hanssali","37.4","668.2","250.1","2019-08-28"
"Al Massira","14.8","2657","394","2020-08-28"
"Al Massira","18.7","2657","497.5","2019-08-28"
"Oued El Makhazine","86.3","672.9","581","2020-08-29"
"Oued El Makhazine","83.5","672.9","561.8","2019-08-29"
"Hassan II","28.7","392.3","112.4","2020-08-29"
"Hassan II","37.6","392.3","147.5","2019-08-29"
"Oued ZA","99.7","94.9","94.6","2020-08-29"
"Oued ZA","70.4","94.9","66.8","2019-08-29"
"Mohamed V","18.9","239.5","45.2","2020-08-29"
"Mohamed V","16.3","239.5","39.1","2019-08-29"
"Idriss 1er","66.2","1129.6","747.5","2020-08-29"
"Idriss 1er","81.7","1129.6","922.3","2019-08-29"
"Al Wahda","56.3","3522.25","1984.24","2020-08-29"
"Al Wahda","55.4","3522.25","1950.4","2019-08-29"
"El Kensera","28.8","216.4","62.3","2020-08-29"
"El Kensera","56.2","216.4","121.7","2019-08-29"
"Bin El Ouidane","23.4","1215.5","284","2020-08-29"
"Bin El Ouidane","49.3","1215.5","599.1","2019-08-29"
"Al Hanssali","13.6","668.2","91.2","2020-08-29"
"Al Hanssali","37.2","668.2","248.8","2019-08-29"
"Al Massira","14.9","2657","395.6","2020-08-29"
"Al Massira","18.7","2657","497.5","2019-08-29"
"Oued El Makhazine","86.2","672.9","579.9","2020-08-30"
"Oued El Makhazine","83.3","672.9","560.4","2019-08-30"
"Hassan II","28.6","392.3","112.3","2020-08-30"
"Hassan II","37.5","392.3","147.1","2019-08-30"
"Oued ZA","99.6","94.9","94.5","2020-08-30"
"Oued ZA","70.4","94.9","66.8","2019-08-30"
"Mohamed V","18.4","239.5","44","2020-08-30"
"Mohamed V","15.6","239.5","37.3","2019-08-30"
"Idriss 1er","65.9","1129.6","744.3","2020-08-30"
"Idriss 1er","81.5","1129.6","920.8","2019-08-30"
"Al Wahda","56.2","3522.25","1980.75","2020-08-30"
"Al Wahda","55.2","3522.25","1946","2019-08-30"
"El Kensera","28.5","216.4","61.7","2020-08-30"
"El Kensera","55.9","216.4","120.9","2019-08-30"
"Bin El Ouidane","23.4","1215.5","284.1","2020-08-30"
"Bin El Ouidane","50.6","1215.5","615.2","2019-08-30"
"Al Hanssali","13.7","668.2","91.7","2020-08-30"
"Al Hanssali","37.1","668.2","248","2019-08-30"
"Al Massira","14.9","2657","396.7","2020-08-30"
"Al Massira","18.7","2657","498","2019-08-30"
"Oued El Makhazine","86","672.9","578.9","2020-08-31"
"Oued El Makhazine","83.1","672.9","559.4","2019-08-31"
"Hassan II","28.6","392.3","112.3","2020-08-31"
"Hassan II","37.5","392.3","147","2019-08-31"
"Oued ZA","99.5","94.9","94.4","2020-08-31"
"Oued ZA","70.3","94.9","66.7","2019-08-31"
"Mohamed V","18.2","239.5","43.5","2020-08-31"
"Mohamed V","14.2","239.5","34","2019-08-31"
"Idriss 1er","65.6","1129.6","741.1","2020-08-31"
"Idriss 1er","81.5","1129.6","920.3","2019-08-31"
"Al Wahda","56.2","3522.25","1978.14","2020-08-31"
"Al Wahda","55.1","3522.25","1941.7","2019-08-31"
"El Kensera","28.2","216.4","61.1","2020-08-31"
"El Kensera","55.9","216.4","120.9","2019-08-31"
"Bin El Ouidane","23.4","1215.5","284.3","2020-08-31"
"Bin El Ouidane","50.5","1215.5","613.8","2019-08-31"
"Al Hanssali","13.8","668.2","92.3","2020-08-31"
"Al Hanssali","36.6","668.2","244.9","2019-08-31"
"Al Massira","15","2657","398.3","2020-08-31"
"Al Massira","18.6","2657","494.6","2019-08-31"
"Oued El Makhazine","85.9","672.9","577.8","2020-09-01"
"Oued El Makhazine","83","672.9","558.3","2019-09-01"
"Hassan II","28.6","392.3","112.3","2020-09-01"
"Hassan II","37.2","392.3","145.8","2019-09-01"
"Oued ZA","99.2","94.9","94.1","2020-09-01"
"Oued ZA","70.3","94.9","66.7","2019-09-01"
"Mohamed V","18","239.5","43.1","2020-09-01"
"Mohamed V","13.6","239.5","32.6","2019-09-01"
"Idriss 1er","65.3","1129.6","737.9","2020-09-01"
"Idriss 1er","81.2","1129.6","917.7","2019-09-01"
"Al Wahda","56","3522.25","1973.78","2020-09-01"
"Al Wahda","55","3522.25","1938.3","2019-09-01"
"El Kensera","27.9","216.4","60.4","2020-09-01"
"El Kensera","55.1","216.4","119.2","2019-09-01"
"Bin El Ouidane","23.4","1215.5","283.8","2020-09-01"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-01"
"Al Hanssali","13.9","668.2","92.9","2020-09-01"
"Al Hanssali","36.7","668.2","245.2","2019-09-01"
"Al Massira","15","2657","399.1","2020-09-01"
"Al Massira","18.6","2657","495.1","2019-09-01"
"Oued El Makhazine","85.7","672.9","576.8","2020-09-02"
"Oued El Makhazine","83","672.9","558.3","2019-09-02"
"Hassan II","28.6","392.3","112.2","2020-09-02"
"Hassan II","37.2","392.3","145.8","2019-09-02"
"Oued ZA","99","94.9","93.9","2020-09-02"
"Oued ZA","70.3","94.9","66.7","2019-09-02"
"Mohamed V","17.5","239.5","42","2020-09-02"
"Mohamed V","13.6","239.5","32.6","2019-09-02"
"Idriss 1er","65","1129.6","734.3","2020-09-02"
"Idriss 1er","81.2","1129.6","917.7","2019-09-02"
"Al Wahda","55.9","3522.25","1970.3","2020-09-02"
"Al Wahda","55","3522.25","1938.3","2019-09-02"
"El Kensera","27.6","216.4","59.7","2020-09-02"
"El Kensera","55.1","216.4","119.2","2019-09-02"
"Bin El Ouidane","23.4","1215.5","284","2020-09-02"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-02"
"Al Hanssali","14","668.2","93.5","2020-09-02"
"Al Hanssali","36.7","668.2","245.2","2019-09-02"
"Al Massira","14.9","2657","396.3","2020-09-02"
"Al Massira","18.6","2657","495.1","2019-09-02"
"Oued El Makhazine","85.5","672.9","575.4","2020-09-03"
"Oued El Makhazine","83","672.9","558.3","2019-09-03"
"Hassan II","28.6","392.3","112.2","2020-09-03"
"Hassan II","37.2","392.3","145.8","2019-09-03"
"Oued ZA","98.8","94.9","93.7","2020-09-03"
"Oued ZA","70.3","94.9","66.7","2019-09-03"
"Mohamed V","17.2","239.5","41.1","2020-09-03"
"Mohamed V","13.6","239.5","32.6","2019-09-03"
"Idriss 1er","64.8","1129.6","732","2020-09-03"
"Idriss 1er","81.2","1129.6","917.7","2019-09-03"
"Al Wahda","55.8","3522.25","1966.82","2020-09-03"
"Al Wahda","55","3522.25","1938.3","2019-09-03"
"El Kensera","27.3","216.4","59","2020-09-03"
"El Kensera","55.1","216.4","119.2","2019-09-03"
"Bin El Ouidane","23.4","1215.5","284","2020-09-03"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-03"
"Al Hanssali","14.1","668.2","94.1","2020-09-03"
"Al Hanssali","36.7","668.2","245.2","2019-09-03"
"Al Massira","14.8","2657","392.4","2020-09-03"
"Al Massira","18.6","2657","495.1","2019-09-03"
"Oued El Makhazine","85.3","672.9","574","2020-09-04"
"Oued El Makhazine","83","672.9","558.3","2019-09-04"
"Hassan II","28.6","392.3","112.1","2020-09-04"
"Hassan II","37.2","392.3","145.8","2019-09-04"
"Oued ZA","98.6","94.9","93.6","2020-09-04"
"Oued ZA","70.3","94.9","66.7","2019-09-04"
"Mohamed V","16.5","239.5","39.5","2020-09-04"
"Mohamed V","13.6","239.5","32.6","2019-09-04"
"Idriss 1er","64.6","1129.6","729.3","2020-09-04"
"Idriss 1er","81.2","1129.6","917.7","2019-09-04"
"Al Wahda","55.7","3522.25","1962.48","2020-09-04"
"Al Wahda","55","3522.25","1938.3","2019-09-04"
"El Kensera","27","216.4","58.4","2020-09-04"
"El Kensera","55.1","216.4","119.2","2019-09-04"
"Bin El Ouidane","23.4","1215.5","284.3","2020-09-04"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-04"
"Al Hanssali","14.1","668.2","94.3","2020-09-04"
"Al Hanssali","36.7","668.2","245.2","2019-09-04"
"Al Massira","14.8","2657","392","2020-09-04"
"Al Massira","18.6","2657","495.1","2019-09-04"
"Oued El Makhazine","85.1","672.9","572.6","2020-09-05"
"Oued El Makhazine","83","672.9","558.3","2019-09-05"
"Hassan II","28.7","392.3","112.6","2020-09-05"
"Hassan II","37.2","392.3","145.8","2019-09-05"
"Oued ZA","98.5","94.9","93.5","2020-09-05"
"Oued ZA","70.3","94.9","66.7","2019-09-05"
"Mohamed V","16.1","239.5","38.6","2020-09-05"
"Mohamed V","13.6","239.5","32.6","2019-09-05"
"Idriss 1er","64.4","1129.6","727.1","2020-09-05"
"Idriss 1er","81.2","1129.6","917.7","2019-09-05"
"Al Wahda","55.6","3522.25","1959.01","2020-09-05"
"Al Wahda","55","3522.25","1938.3","2019-09-05"
"El Kensera","26.7","216.4","57.8","2020-09-05"
"El Kensera","55.1","216.4","119.2","2019-09-05"
"Bin El Ouidane","23.4","1215.5","284.3","2020-09-05"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-05"
"Al Hanssali","14","668.2","93.3","2020-09-05"
"Al Hanssali","36.7","668.2","245.2","2019-09-05"
"Al Massira","14.7","2657","391.2","2020-09-05"
"Al Massira","18.6","2657","495.1","2019-09-05"
"Oued El Makhazine","84.9","672.9","571.2","2020-09-06"
"Oued El Makhazine","83","672.9","558.3","2019-09-06"
"Hassan II","28.7","392.3","112.6","2020-09-06"
"Hassan II","37.2","392.3","145.8","2019-09-06"
"Oued ZA","98.5","94.9","93.5","2020-09-06"
"Oued ZA","70.3","94.9","66.7","2019-09-06"
"Mohamed V","15.7","239.5","37.5","2020-09-06"
"Mohamed V","13.6","239.5","32.6","2019-09-06"
"Idriss 1er","64.2","1129.6","724.8","2020-09-06"
"Idriss 1er","81.2","1129.6","917.7","2019-09-06"
"Al Wahda","55.5","3522.25","1955.55","2020-09-06"
"Al Wahda","55","3522.25","1938.3","2019-09-06"
"El Kensera","26.4","216.4","57.2","2020-09-06"
"El Kensera","55.1","216.4","119.2","2019-09-06"
"Bin El Ouidane","23.4","1215.5","284.6","2020-09-06"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-06"
"Al Hanssali","13.9","668.2","93","2020-09-06"
"Al Hanssali","36.7","668.2","245.2","2019-09-06"
"Al Massira","14.7","2657","389.6","2020-09-06"
"Al Massira","18.6","2657","495.1","2019-09-06"
"Oued El Makhazine","84.7","672.9","569.8","2020-09-07"
"Oued El Makhazine","83","672.9","558.3","2019-09-07"
"Hassan II","28.7","392.3","112.6","2020-09-07"
"Hassan II","37.2","392.3","145.8","2019-09-07"
"Oued ZA","98.3","94.9","93.3","2020-09-07"
"Oued ZA","70.3","94.9","66.7","2019-09-07"
"Mohamed V","15.7","239.5","37.5","2020-09-07"
"Mohamed V","13.6","239.5","32.6","2019-09-07"
"Idriss 1er","63.9","1129.6","721.7","2020-09-07"
"Idriss 1er","81.2","1129.6","917.7","2019-09-07"
"Al Wahda","55.4","3522.25","1952.08","2020-09-07"
"Al Wahda","55","3522.25","1938.3","2019-09-07"
"El Kensera","26.1","216.4","56.5","2020-09-07"
"El Kensera","55.1","216.4","119.2","2019-09-07"
"Bin El Ouidane","23.4","1215.5","284.9","2020-09-07"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-07"
"Al Hanssali","13.9","668.2","93.2","2020-09-07"
"Al Hanssali","36.7","668.2","245.2","2019-09-07"
"Al Massira","14.7","2657","389.6","2020-09-07"
"Al Massira","18.6","2657","495.1","2019-09-07"
"Oued El Makhazine","84.7","672.9","569.8","2020-09-08"
"Oued El Makhazine","83","672.9","558.3","2019-09-08"
"Hassan II","28.7","392.3","112.6","2020-09-08"
"Hassan II","37.2","392.3","145.8","2019-09-08"
"Oued ZA","98.3","94.9","93.3","2020-09-08"
"Oued ZA","70.3","94.9","66.7","2019-09-08"
"Mohamed V","15.7","239.5","37.5","2020-09-08"
"Mohamed V","13.6","239.5","32.6","2019-09-08"
"Idriss 1er","63.6","1129.6","718.2","2020-09-08"
"Idriss 1er","81.2","1129.6","917.7","2019-09-08"
"Al Wahda","55.3","3522.25","1948.62","2020-09-08"
"Al Wahda","55","3522.25","1938.3","2019-09-08"
"El Kensera","26.1","216.4","56.5","2020-09-08"
"El Kensera","55.1","216.4","119.2","2019-09-08"
"Bin El Ouidane","23.5","1215.5","285.5","2020-09-08"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-08"
"Al Hanssali","14.1","668.2","93.9","2020-09-08"
"Al Hanssali","36.7","668.2","245.2","2019-09-08"
"Al Massira","14.6","2657","388","2020-09-08"
"Al Massira","18.6","2657","495.1","2019-09-08"
"Oued El Makhazine","84.6","672.9","569.1","2020-09-09"
"Oued El Makhazine","83","672.9","558.3","2019-09-09"
"Hassan II","28.7","392.3","112.6","2020-09-09"
"Hassan II","37.2","392.3","145.8","2019-09-09"
"Oued ZA","98.1","94.9","93.1","2020-09-09"
"Oued ZA","70.3","94.9","66.7","2019-09-09"
"Mohamed V","15.7","239.5","37.5","2020-09-09"
"Mohamed V","13.6","239.5","32.6","2019-09-09"
"Idriss 1er","63.3","1129.6","715.5","2020-09-09"
"Idriss 1er","81.2","1129.6","917.7","2019-09-09"
"Al Wahda","55.2","3522.25","1945.17","2020-09-09"
"Al Wahda","55","3522.25","1938.3","2019-09-09"
"El Kensera","26.1","216.4","56.5","2020-09-09"
"El Kensera","55.1","216.4","119.2","2019-09-09"
"Bin El Ouidane","23.5","1215.5","285.5","2020-09-09"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-09"
"Al Hanssali","14.1","668.2","94.4","2020-09-09"
"Al Hanssali","36.7","668.2","245.2","2019-09-09"
"Al Massira","14.6","2657","388","2020-09-09"
"Al Massira","18.6","2657","495.1","2019-09-09"
"Oued El Makhazine","84.4","672.9","567.7","2020-09-10"
"Oued El Makhazine","83","672.9","558.3","2019-09-10"
"Hassan II","28.7","392.3","112.6","2020-09-10"
"Hassan II","37.2","392.3","145.8","2019-09-10"
"Oued ZA","98","94.9","93","2020-09-10"
"Oued ZA","70.3","94.9","66.7","2019-09-10"
"Mohamed V","15.2","239.5","36.4","2020-09-10"
"Mohamed V","13.6","239.5","32.6","2019-09-10"
"Idriss 1er","63.1","1129.6","712.9","2020-09-10"
"Idriss 1er","81.2","1129.6","917.7","2019-09-10"
"Al Wahda","55.1","3522.25","1941.71","2020-09-10"
"Al Wahda","55","3522.25","1938.3","2019-09-10"
"El Kensera","26.1","216.4","56.4","2020-09-10"
"El Kensera","55.1","216.4","119.2","2019-09-10"
"Bin El Ouidane","23.6","1215.5","287.2","2020-09-10"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-10"
"Al Hanssali","14.2","668.2","95.1","2020-09-10"
"Al Hanssali","36.7","668.2","245.2","2019-09-10"
"Al Massira","14.5","2657","386.5","2020-09-10"
"Al Massira","18.6","2657","495.1","2019-09-10"
"Oued El Makhazine","84.2","672.9","566.3","2020-09-11"
"Oued El Makhazine","83","672.9","558.3","2019-09-11"
"Hassan II","28.7","392.3","112.6","2020-09-11"
"Hassan II","37.2","392.3","145.8","2019-09-11"
"Oued ZA","97.9","94.9","92.9","2020-09-11"
"Oued ZA","70.3","94.9","66.7","2019-09-11"
"Mohamed V","14.6","239.5","35.1","2020-09-11"
"Mohamed V","13.6","239.5","32.6","2019-09-11"
"Idriss 1er","62.9","1129.6","710.2","2020-09-11"
"Idriss 1er","81.2","1129.6","917.7","2019-09-11"
"Al Wahda","55","3522.25","1938.26","2020-09-11"
"Al Wahda","55","3522.25","1938.3","2019-09-11"
"El Kensera","26.1","216.4","56.4","2020-09-11"
"El Kensera","55.1","216.4","119.2","2019-09-11"
"Bin El Ouidane","23.4","1215.5","284.9","2020-09-11"
"Bin El Ouidane","50.3","1215.5","611.9","2019-09-11"
"Al Hanssali","14.3","668.2","95.5","2020-09-11"
"Al Hanssali","36.7","668.2","245.2","2019-09-11"
"Al Massira","14.5","2657","384.5","2020-09-11"
"Al Massira","18.6","2657","495.1","2019-09-11"
"Oued El Makhazine","81.9","672.9","550.8","2020-10-01"
"Oued El Makhazine","78.8","672.9","530.1","2019-10-01"
"Hassan II","28.9","392.3","113.3","2020-10-01"
"Hassan II","30.6","392.3","119.9","2019-10-01"
"Oued ZA","74","94.9","70.2","2020-10-01"
"Oued ZA","76.7","94.9","72.8","2019-10-01"
"Mohamed V","16.7","239.5","40.1","2020-10-01"
"Mohamed V","28.4","239.5","68.1","2019-10-01"
"Idriss 1er","58.3","1129.6","658.1","2020-10-01"
"Idriss 1er","75.2","1129.6","849.4","2019-10-01"
"Al Wahda","53.3","3522.25","1876.73","2020-10-01"
"Al Wahda","52.3","3522.25","1843.9","2019-10-01"
"El Kensera","25.8","216.4","55.7","2020-10-01"
"El Kensera","49.8","216.4","107.8","2019-10-01"
"Bin El Ouidane","22.1","1215.5","268.5","2020-10-01"
"Bin El Ouidane","47.1","1215.5","572.4","2019-10-01"
"Al Hanssali","12.6","668.2","84.4","2020-10-01"
"Al Hanssali","31.2","668.2","208.8","2019-10-01"
"Al Massira","13.6","2657","360.4","2020-10-01"
"Al Massira","19.9","2657","528.8","2019-10-01"
"Oued El Makhazine","81.8","672.9","550.4","2020-10-02"
"Oued El Makhazine","78.5","672.9","528.4","2019-10-02"
"Hassan II","28.8","392.3","113.2","2020-10-02"
"Hassan II","30.6","392.3","119.9","2019-10-02"
"Oued ZA","73.9","94.9","70.1","2020-10-02"
"Oued ZA","76.7","94.9","72.8","2019-10-02"
"Mohamed V","16.2","239.5","38.7","2020-10-02"
"Mohamed V","24.4","239.5","58.5","2019-10-02"
"Idriss 1er","58.1","1129.6","656","2020-10-02"
"Idriss 1er","74.9","1129.6","846.4","2019-10-02"
"Al Wahda","53.2","3522.25","1874.19","2020-10-02"
"Al Wahda","52.3","3522.25","1840.5","2019-10-02"
"El Kensera","25.5","216.4","55.1","2020-10-02"
"El Kensera","49.5","216.4","107.1","2019-10-02"
"Bin El Ouidane","22","1215.5","267.2","2020-10-02"
"Bin El Ouidane","46.9","1215.5","569.7","2019-10-02"
"Al Hanssali","12.7","668.2","85","2020-10-02"
"Al Hanssali","31.3","668.2","209.4","2019-10-02"
"Al Massira","13.5","2657","358.5","2020-10-02"
"Al Massira","19.9","2657","529.3","2019-10-02"
"Oued El Makhazine","81.7","672.9","549.4","2020-10-03"
"Oued El Makhazine","78.5","672.9","528.1","2019-10-03"
"Hassan II","28.8","392.3","113.2","2020-10-03"
"Hassan II","30.6","392.3","119.9","2019-10-03"
"Oued ZA","73.8","94.9","70","2020-10-03"
"Oued ZA","76.6","94.9","72.7","2019-10-03"
"Mohamed V","15.3","239.5","36.6","2020-10-03"
"Mohamed V","23.3","239.5","55.8","2019-10-03"
"Idriss 1er","57.9","1129.6","654","2020-10-03"
"Idriss 1er","74.7","1129.6","843.5","2019-10-03"
"Al Wahda","53.1","3522.25","1871.65","2020-10-03"
"Al Wahda","52.2","3522.25","1837.2","2019-10-03"
"El Kensera","25.2","216.4","54.5","2020-10-03"
"El Kensera","49.2","216.4","106.5","2019-10-03"
"Bin El Ouidane","21.9","1215.5","266.1","2020-10-03"
"Bin El Ouidane","46.6","1215.5","566.7","2019-10-03"
"Al Hanssali","12.8","668.2","85.6","2020-10-03"
"Al Hanssali","31.4","668.2","210.1","2019-10-03"
"Al Massira","13.4","2657","356.7","2020-10-03"
"Al Massira","20","2657","530.7","2019-10-03"
"Oued El Makhazine","81.6","672.9","548.7","2020-10-04"
"Oued El Makhazine","78.3","672.9","526.7","2019-10-04"
"Hassan II","28.8","392.3","113.2","2020-10-04"
"Hassan II","30.5","392.3","119.7","2019-10-04"
"Oued ZA","73.7","94.9","69.9","2020-10-04"
"Oued ZA","76.6","94.9","72.7","2019-10-04"
"Mohamed V","13.9","239.5","33.4","2020-10-04"
"Mohamed V","22.2","239.5","53.2","2019-10-04"
"Idriss 1er","57.8","1129.6","652.4","2020-10-04"
"Idriss 1er","74.4","1129.6","840.6","2019-10-04"
"Al Wahda","53.1","3522.25","1869.12","2020-10-04"
"Al Wahda","52.1","3522.25","1833.8","2019-10-04"
"El Kensera","24.9","216.4","53.9","2020-10-04"
"El Kensera","48.7","216.4","105.5","2019-10-04"
"Bin El Ouidane","21.8","1215.5","264.8","2020-10-04"
"Bin El Ouidane","46.4","1215.5","564.5","2019-10-04"
"Al Hanssali","12.9","668.2","86.2","2020-10-04"
"Al Hanssali","31.5","668.2","210.5","2019-10-04"
"Al Massira","13.5","2657","357.4","2020-10-04"
"Al Massira","20","2657","531.7","2019-10-04"
"Oued El Makhazine","81.5","672.9","548.4","2020-10-05"
"Oued El Makhazine","78.2","672.9","526.1","2019-10-05"
"Hassan II","28.8","392.3","113.2","2020-10-05"
"Hassan II","30.5","392.3","119.7","2019-10-05"
"Oued ZA","73.6","94.9","69.8","2020-10-05"
"Oued ZA","76.6","94.9","72.6","2019-10-05"
"Mohamed V","13.2","239.5","31.5","2020-10-05"
"Mohamed V","21.2","239.5","50.9","2019-10-05"
"Idriss 1er","57.5","1129.6","650","2020-10-05"
"Idriss 1er","74.2","1129.6","837.7","2019-10-05"
"Al Wahda","53","3522.25","1866.58","2020-10-05"
"Al Wahda","52","3522.25","1830.5","2019-10-05"
"El Kensera","24.7","216.4","53.4","2020-10-05"
"El Kensera","48.3","216.4","104.5","2019-10-05"
"Bin El Ouidane","21.7","1215.5","263.9","2020-10-05"
"Bin El Ouidane","46.2","1215.5","561.5","2019-10-05"
"Al Hanssali","13","668.2","86.7","2020-10-05"
"Al Hanssali","31.7","668.2","211.7","2019-10-05"
"Al Massira","13.5","2657","357.8","2020-10-05"
"Al Massira","20","2657","531.2","2019-10-05"
"Oued El Makhazine","81.4","672.9","547.7","2020-10-06"
"Oued El Makhazine","78.1","672.9","525.7","2019-10-06"
"Hassan II","28.8","392.3","113.1","2020-10-06"
"Hassan II","30.5","392.3","119.7","2019-10-06"
"Oued ZA","73.5","94.9","69.8","2020-10-06"
"Oued ZA","76.6","94.9","72.6","2019-10-06"
"Mohamed V","12.1","239.5","28.9","2020-10-06"
"Mohamed V","20.5","239.5","49.1","2019-10-06"
"Idriss 1er","57.3","1129.6","647.6","2020-10-06"
"Idriss 1er","73.9","1129.6","834.7","2019-10-06"
"Al Wahda","52.9","3522.25","1864.05","2020-10-06"
"Al Wahda","51.9","3522.25","1828","2019-10-06"
"El Kensera","24.4","216.4","52.8","2020-10-06"
"El Kensera","48.1","216.4","104","2019-10-06"
"Bin El Ouidane","21.7","1215.5","263.9","2020-10-06"
"Bin El Ouidane","46","1215.5","559","2019-10-06"
"Al Hanssali","12.9","668.2","86.4","2020-10-06"
"Al Hanssali","31.7","668.2","211.7","2019-10-06"
"Al Massira","13.4","2657","355.9","2020-10-06"
"Al Massira","20","2657","531.2","2019-10-06"
"Oued El Makhazine","81.3","672.9","547","2020-10-07"
"Oued El Makhazine","78.1","672.9","525.4","2019-10-07"
"Hassan II","28.8","392.3","113.1","2020-10-07"
"Hassan II","30.5","392.3","119.7","2019-10-07"
"Oued ZA","73.5","94.9","69.7","2020-10-07"
"Oued ZA","76.5","94.9","72.6","2019-10-07"
"Mohamed V","10","239.5","24","2020-10-07"
